Organisation unit name,MFL- County Name,MFL- Facility Code,MFL- Facility Name,MFL- Facility Ownership,MFL- Facility Type,MFL-Coordinates,MFL-District Code,MFL-Facility Operating Status,MFL-Funding Source,MFL-Location,MFL-Region,MFL-Reporting Status
Central Monrovia district,Montserrado,LBR-30-3026-09,Ahmadiyya Muslim Mission Clinic,Faith Based,Clinic,"[-10.784091,6.292545]",3026,Active,Donor,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-01,St Joseph's Catholic Hospital,Faith Based,Hospital,"[-10.755390,6.273479]",3026,Active,Donor,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-14,B.W. Payne School Based Clinic,Public,Clinic,"[-10.801740,6.313270]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-43,Ministry of Foreign Affairs Clinic,Public,Clinic,"[-10.795690,6.297540]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-58,Tubman High School Based Clinic,Public,Clinic,"[-10.780090,6.295410]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-30,Group of 77 Clinic,Public,Clinic,"[-10.804138,6.327656]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-44,Ministry of Public Works Clinic,Public,Clinic,"[-10.805330,6.310240]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-46,Monrovia Central Prison Clinic,Public,Clinic,"[-10.807330,6.309060]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-06,Soniwen Health Center,Public,Clinic,"[-10.802420,6.308990]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-03,JF Kennedy Medical Center,Public,Hospital,"[-10.774766,6.290514]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-02,National TB & Leprosy Hospital,Public,Hospital,"[-10.714540,6.264390]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-12,Aspen Medical International,Private,Health Center,,3026,Active,Private,Urband,South Central Region,Not Reporting
Central Monrovia district,Montserrado,LBR-30-3026-23,Few Diagnosis,Private,Clinic,"[-10.791299,6.296283]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-32,J. Singh Medical Laboratory and Clinic,Private,Clinic,"[-10.771510,6.285090]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-52,Prestige Medical Clinic,Private,Clinic,"[-10.807610,6.310410]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-15,Belle Baloma Clinic,Private,Clinic,"[-10.803489,6.311582]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-33,Joanna Maternity Clinic,Private,Clinic,"[-10.807831,6.307441]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-34,Joelu Maternity Clinic,Private,Clinic,"[-10.798934,6.306460]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-27,Good Will Health Clinic,Private,Clinic,"[-10.772110,6.292800]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-38,Liberia National Police Clinic,Public,Clinic,"[-10.795600,6.304240]",3026,Active,GOL,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-47,Old Road Community Clinic,Private,Clinic,"[-10.750260,6.283670]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-49,Peoples United Community Clinic,Private,Clinic,"[-10.773570,6.284860]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-56,The Good Will Clinic Annex II,Private,Clinic,"[-10.800819,6.309043]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-51,Planned Parenthood Association,Private,Clinic,"[-10.807610,6.310410]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-24,Fiamah Clinic,Private,Clinic,"[-10.773159,6.290821]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-25,Fidelity Health Care Services Inc.,Private,Clinic,"[-10.788900,6.295220]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-59,Wroto Town Clinic,Private,Clinic,"[-10.763941,6.285271]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-57,Tropical Clinic Annex 2,Private,Clinic,"[-10.765650,6.293360]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-41,Matadi City Clinic,Private,Clinic,"[-10.769580,6.301420]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-55,The Good Will clinic,Private,Clinic,,3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-05,Jordan River Health Center,Private,Health Center,"[-10.758230,6.297170]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-10,AMEU Clinic,Faith Based,Clinic,"[-10.800527,6.310114]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-20,Daqmon Clinic,Private,Clinic,"[-10.760340,6.291980]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-54,Syriana Medical Clinic,Private,Clinic,"[-10.776710,6.294330]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-48,Peace Clinic,Private,Clinic,"[-10.755860,6.282540]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-16,Bishop Darlington  Clinic,Private,Clinic,"[-10.748586,6.285623]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-45,Miracle Medical Clinic,Private,Clinic,"[-10.733570,6.276540]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-08,ACFI Medical Clinic,Faith Based,Clinic,"[-10.799549,6.305034]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-42,Mercy International Clinic,Private,Clinic,,3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-19,Clini Lab,Private,Clinic,,3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-36,Joseph Boakai Clinic,Private,Clinic,"[-10.734370,6.277000]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-50,Piyea Medical Clinic,Private,Clinic,,3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-53,Swamp Community Clinic,Private,Clinic,,3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-28,God's Will Health Clinic,Private,Clinic,"[-10.804138,6.327656]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-35,Jorkpen Town Clinic,Private,Clinic,"[-10.786314,6.294405]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-40,Ma-Esther Clinic,Private,Clinic,"[-10.734120,6.276110]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-39,Liberia National Red Cross Clinic,Private,Clinic,"[-10.804720,6.315000]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-22,"Earlbert Medical Services, INC",Private,Clinic,"[-10.772660,6.290030]",3026,Active,Private,Urband,South Central Region,Reporting
